unit_price_incl_tax,product_region_name,importer_name,offer_id,varietalcategory_name,producing_winery_winedirect_upc,title,varietal_list,label_classification,product_title,product_winery_name,utm_lt_campaign_token,varietal,utm_ft_keywords,product_style_name
19.99,France > Rhone,Europvin,,Rhone Red Blend,,,,Import,,,,,,Red Wine
70.0,United States > California > Napa Valley > Rutherford,Young's Market,20000763_2018-02-09,Cabernet Sauvignon,20000763-HAL,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Cabernet Sauvignon,Domestic,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Hall Napa Valley,,Cabernet Sauvignon,,Red Wine
125.0,,,,,,,,Import,,,,,,White Wine
47.12,United States > California > Sonoma County > Sonoma Coast,,,,,,,Domestic,,,Google_Search_Beta_Wines_USA_OR-WA-Rest,,#NAME?,Red Wine
21.27,,,,,,,,Import,,,Google_Search_Alpha_General_Tier2,,,White Wine
20.0,,Mission Wine Company ,,,,,,Import,,,,,,Red Wine
28.69,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
51.44,United States > California > Napa Valley,,20001183_2017-11-22,Cabernet Sauvignon,20001183-CAL,2013 Calla Lily Ultimate Red Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Merlot",Domestic,2013 Calla Lily Ultimate Red Cabernet Sauvignon,Calla Lily,,Cabernet Sauvignon,,Red Wine
32.65,United States > California > Napa Valley,,20001549_2018-04-04,Red Blend,20001549-KCB,2015 Delightful and Strange Red Blend,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Delightful & Strange Proprietary Red Wine Napa Valley,Delightful and Strange,TopHHI_Google_Search_Beta_General_Tier1,Cabernet Sauvignon,#NAME?,Red Wine
429.92,,,,,,,,Import,,,,,,
29.99,United States > California > Sonoma County > Russian River Valley,Regal Wine Company,20001564_2018-04-10,Chardonnay,20001564-WNR,2014 WindRacer Chardonnay Russian River Valley,Chardonnay,Domestic,2014 WindRacer Chardonnay Russian River Valley,WindRacer,,Chardonnay,,White Wine
46.75,,AP Wine Imports,,,,,,Import,,,,,,Red Wine
52.11,France > Champagne,Southern Glazer's of CA North,,Champagne,,,,Import,,,,,,Sparkling
82.32,United States > California > Sonoma County > Alexander Valley,,20001725_2018-07-20,Cabernet Sauvignon,20001725-SOC,2014 Silver Oak Alexander Valley Cabernet Sauvignon,Cabernet Sauvignon,Domestic,2014 Silver Oak Alexander Valley Cabernet Sauvignon,Silver Oak Cellars,,Cabernet Sauvignon,,Red Wine
28.96,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,Google_Search_Alpha_General_Tier2,,,Red Wine
33.59,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
35.0,United States > California > Sonoma County > Russian River Valley,Palm Bay International,20001658_2018-06-15,Chardonnay,20001658-AUC,2014 Au Contraire Mighty Mouse Reserve Chardonnay Russian River Valley,Chardonnay,Domestic,2014 Au Contraire Mighty Mouse Reserve Chardonnay Russian River Valley,Au Contraire,,Chardonnay,,White Wine
48.82,,,,Rhone Red Blend,,,,Import,,,friends-and-family-q1-2018,,,Red Wine
63.6,United States > California > Sonoma County > Sonoma Coast,Kenward Family Vineyards,20001151_2018-02-09,Chardonnay,20001151-TOR,2015 TOR Chardonnay Durell Vineyard,Chardonnay,Domestic,2015 TOR Chardonnay Durell Vineyard,TOR Wines,,Chardonnay,,White Wine
139.1,United States > California > Napa Valley,,11851664_2018-06-04,Cabernet Sauvignon,11851664-KEV,2014 Keever Vineyards Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 Keever Vineyards Cabernet Sauvignon Napa Valley,Keever Vineyards,,Cabernet Sauvignon,,Red Wine
84.53,United States > California,,11850704_2018-07-09,Cabernet Sauvignon,11850704-STC,2014 Stone the Crows Fallen Feather Cabernet Sauvignon Three Twins Vineyard Napa Valley,Cabernet Sauvignon,Domestic,2014 Stone the Crows Fallen Feather Cabernet Sauvignon Three Twins Vineyard Napa Valley,Stone the Crows,,Cabernet Sauvignon,,Red Wine
105.0,,Europvin,,,,,,Import,,,,,buy wine online,
32.09,United States > California > Napa Valley,,20001677_2018-09-28,Red Blend,20001677-KCB,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
25.42,United States > California > Sonoma County,,,,,,,Domestic,,,,,,Red Wine
26.8,Spain,,,,,,,Import,,,,,,Red Wine
15.99,Chile > Maipo Valley,Southern Starz,20002041_2018-11-07,Cabernet Sauvignon,20002041-CDB,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Cabernet Sauvignon,Import,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Casas del Bosque,evocalize,Cabernet Sauvignon,,Red Wine
81.56,France > Champagne,Vintus,20001958_2018-10-13,Champagne,20001958-BOL,2005 Bollinger La Grande Annee Champagne,"Chardonnay,Pinot Noir",Import,2005 Bollinger La Grande Annee Champagne,Bollinger,NEW - Refer-a-friend Landing Page,Chardonnay,,Sparkling
32.32,United States > California > Sonoma County,,20001973_2018-09-22,Chardonnay,20001973-ARG,2016 Argot Mosaic Chardonnay Sonoma County,Chardonnay,Domestic,2016 Argot Mosaic Chardonnay Sonoma County,Argot Wines,,Chardonnay,,White Wine
91.58,United States > California > Sonoma County > Northern Sonoma,,11825973_2018-10-31,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
31.79,United States > California > Napa Valley,,20001677_2018-09-18,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
22.5,United States > California > Napa Valley > Rutherford,,,,,,,Domestic,,,,,,White Wine
19.47,United States > California > Sonoma County,,20002010_2018-10-18,Chardonnay,20002010-HRV,2014 Hidden Ridge Chardonnay,Chardonnay,Domestic,2014 Hidden Ridge Chardonnay,Hidden Ridge Vineyard,,Chardonnay,,White Wine
31.86,United States > California > Napa Valley,,20000903_2018-10-08,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
30.0,United States > California > Napa Valley,,20000906_2018-06-09,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,,Cabernet Sauvignon,,Red Wine
42.49,France > Burgundy,Grand Cru Selections,,,,,,Import,,,,,,Red Wine
37.19,United States > California > Napa Valley,,20000903_2018-02-05,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
59.99,United States > California > Napa Valley,,,Merlot,,,,Domestic,,,,,,Red Wine
15.94,,,,Interesting White,,,,Import,,,20001349_ec_plaintext,,,White Wine
32.02,United States > California > Napa Valley > Stags Leap District,,20000268_2018-04-17,Cabernet Sauvignon,20000268-KCB,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
21.19,United States > Oregon > Willamette Valley,,,,,,,Domestic,,Panther Creek Cellars,,,,Red Wine
43.0,,Treasury Wine Estates,,,,,,Import,,,,,,Red Wine
22.99,United States > Oregon > Willamette Valley,,,,,,,Domestic,,,,,,Red Wine
154.35,,,,,,,,Import,,,,,,
51.44,United States > California > Napa Valley,,20001525_2018-03-18,Red Blend,20001525-ACV,2015 Anderson's Conn Valley Vineyards Right Bank,"Cabernet Franc,Merlot",Domestic,2015 Anderson's Conn Valley Vineyards Right Bank,Anderson's Conn Valley Vineyards,,Cabernet Franc,,Red Wine
105.99,United States > California > Napa Valley,,,Merlot,,,,Domestic,,Duckhorn Vineyards,,,,Red Wine
18.56,,,,,,,,Import,,Locations,20000380,,,White Wine
17.92,,Southern Starz,,,,,,Import,,,,,,Red Wine
40.28,United States > California > Napa Valley,,,Red Blend,,,,Domestic,,,,,,Red Wine
21.19,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
58.44,France > Champagne,,,Champagne,,,,Import,,Billecart-Salmon,,,,Sparkling
25.99,United States > Oregon > Willamette Valley,,,,,,,Domestic,,,,,,Red Wine
164.25,United States > California > Napa Valley,,20001406_2018-01-21,Cabernet Sauvignon,20001406-AVI,2014 Ad Vivum Cellars Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 Ad Vivum Cellars Cabernet Sauvignon Napa Valley,Ad Vivum Cellars,Google_Search_Alpha_Wines_USA_NapaValley,Cabernet Sauvignon,,Red Wine
45.26,United States > California > Napa Valley > Atlas Peak,,20000822_2018-09-06,Cabernet Sauvignon,20000822-KCB,2014 Karo-Kann Cabernet Sauvignon Private Reserve Block 12 Atlas Peak Napa Valley,Cabernet Sauvignon,Private Label,2014 Karo-Kann Cabernet Sauvignon Private Reserve Block 12 Atlas Peak Napa Valley,Karo-Kann,Google_Search_Gamma_Wines_USA_NapaValley,Cabernet Sauvignon,,Red Wine
219.99,United States > California > Napa Valley,,,Cabernet Sauvignon,20000815-JPW,2014 Joseph Phelps Insignia Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Malbec,Petit Verdot",Domestic,2014 Joseph Phelps Insignia Napa Valley,Joseph Phelps,,Cabernet Sauvignon,,Red Wine
16.41,United States > California,,20001509_2018-03-23,Bordeaux Red Blend,20001509-NBM,2014 Rubissow Lola Kay Proprietary Red Wine,"Cabernet Franc,Cabernet Sauvignon,Carménère,Malbec,Merlot",Domestic,2014 Lola Kay Proprietary Red Wine California,Rubissow,G_WineAccess_3P_Producers_Opus_One_Tier1,Cabernet Franc,opus one wine for sale,Red Wine
24.37,United States > California,,20001941_2018-09-20,Red Blend,20001941-CHP,2016 The Illegitimate Cuvee Non Autorisee,"Cabernet Sauvignon,Merlot,Syrah,Zinfandel",Domestic,2016 The Illegitimate Cuvee Non Autorisee,Chateau Potelle,,Cabernet Sauvignon,,Red Wine
18.01,,USA Wine West,,,,,,Import,,,Google_Search_Alpha_Brand,,,Red Wine
21.76,United States > Oregon > Willamette Valley,,,,,,,Domestic,,,,,,Red Wine
74.19,France > Burgundy,Louis Latour Inc,,,,"2010 Louis Latour Beaune Vigne Franche"" 1er Cru""",,Import,"2010 Louis Latour Beaune Vigne Franche"" 1er Cru""",Louis Latour,,,,Red Wine
44.99,,,,,,,,Import,,,,,,Red Wine
15.93,United States > Oregon,Pacific Wine Group,,,,,,Domestic,,,,,,Red Wine
31.79,United States > California > Napa Valley,,20000903_2018-11-08,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
36.12,United States > California > Napa Valley,,20000906_2018-03-17,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,Google_Search_Alpha_Wines_USA_Napa_Top-Producers,Cabernet Sauvignon,,Red Wine
21.78,,,,Red Blend,,,,Domestic,,,Google_Search_Beta_Wines_Aus-NZ-SA,,#NAME?,Red Wine
32.43,United States > California > Napa Valley,,20001677_2018-09-29,Red Blend,20001677-KCB,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
26.69,United States > California > Central Coast > Sta. Rita Hills,,,,,,,Domestic,,,11262017_BCE_PM,,,Red Wine
37.44,United States > California > Napa Valley,,20001110_2017-12-08,Cabernet Sauvignon,20001110-TED,2014 Tom Eddy Elodian Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 Tom Eddy “Elodian” Cabernet Sauvignon Napa Valley,Tom Eddy Winery,NEW - Refer-a-friend Landing Page,Cabernet Sauvignon,,Red Wine
43.54,United States > California > Santa Barbara,,,,,,,Domestic,,Tensley,,,,Red Wine
431.92,,,,,,,,Import,,,,,,
54.63,United States > California > Napa Valley,USA Wine West,,Red Blend,,,,Domestic,,,,,,Red Wine
28.35,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
23.69,United States > California > Sonoma County > Alexander Valley,,20001401_2018-01-18,Cabernet Sauvignon,20001401-TRN,2015 La Storia Cabernet Sauvignon Alexander Valley ,Cabernet Sauvignon,Domestic,2015 La Storia Cabernet Sauvignon Alexander Valley ,Trentadue Winery,,Cabernet Sauvignon,,Red Wine
27.77,United States > California > Napa Valley,,,,,,,Domestic,,,,,,White Wine
23.75,New Zealand > Central Otago,Seaview Imports,,,,,,Import,,Akarua,,,,Red Wine
16.54,France > Bordeaux,Twins America,,Bordeaux Right Bank,,,"Cabernet Sauvignon,Merlot",Import,,,,,,Red Wine
17.39,Chile > Maipo Valley,Southern Starz,20002041_2018-11-07,Cabernet Sauvignon,20002041-CDB,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Cabernet Sauvignon,Import,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Casas del Bosque,,Cabernet Sauvignon,,Red Wine
36.04,United States > California > Napa Valley > Atlas Peak,Scale Wine Group,,,,,,Domestic,,,,,,Red Wine
92.6,United States > California > Napa Valley > Spring Mountain,,,Red Blend,,,"Cabernet Sauvignon,Merlot",Domestic,,Robert Keenan Winery,,Cabernet Sauvignon,#NAME?,Red Wine
28.69,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
427.93,,,,,,,,Import,,,,,,
86.87,,,,Rhone Red Blend,,,,Import,,,,,,Red Wine
31.88,United States > California > Napa Valley > Stags Leap District,,20000268_2018-04-17,Cabernet Sauvignon,20000268-KCB,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Nichols,11914629,Cabernet Sauvignon,,Red Wine
191.37,United States > California > Napa Valley > Stags Leap District,,,Cabernet Sauvignon,20000266-KCB,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
13.77,United States > California,,,Interesting White,,,,Domestic,,,,,,White Wine
43.79,United States > California,Southern Glazer's of CA North,20000916_2018-02-01,Red Blend,20000916-LEV,2013 Leviathan Red Wine California,"Cabernet Franc,Cabernet Sauvignon,Merlot,Syrah",Domestic,2013 Leviathan Red Wine California,Leviathan,,Cabernet Sauvignon,,Red Wine
149.99,France > Champagne,Young's Market,11865787_2018-02-15,Champagne,11865787-TAI,2006 Taittinger Comtes de Champagne Blanc de Blancs Brut,Chardonnay,Import,2006 Taittinger Comtes de Champagne Blanc de Blancs Brut,Taittinger,,Chardonnay,,Sparkling
20.0,United States > California,Aveniu Brands,,,,,,Domestic,,Locations,,,,Red Wine
13.99,,,,Interesting Red,,,,Import,,,,,,Red Wine
86.31,,,,Rhone Red Blend,,,,Import,,,,,,Red Wine
26.5,,,,Interesting White,,,,Import,,,,,,White Wine
89.0,United States > California > Napa Valley,,20001569_2018-04-19,Cabernet Sauvignon,20001569-RKW,2014 Robert Keenan Winery Reserve Spring Cabernet Sauvignon Mountain Napa Valley,"Cabernet Franc,Cabernet Sauvignon",Domestic,2014 Robert Keenan Winery Reserve Cabernet Sauvignon Spring Mountain,Robert Keenan Winery,Google_Search_Beta_Wines,Cabernet Franc,#NAME?,Red Wine
32.57,United States > California > Napa Valley > Los Carneros,,,,,,,Domestic,,,20001066_newbrand,,,White Wine
16.45,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
81.47,United States > California > Napa Valley,,20001654_2018-06-11,Red Blend,20001654-FAV,2016 Carbone Red Wine Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2016 Carbone Red Wine Napa Valley,Favia,,Cabernet Franc,,Red Wine
25.92,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
80.06,United States > California > Napa Valley,Scale Wine Group,11851706_2018-02-09,Cabernet Sauvignon,11851706-JFV,2013 Jones Family Vineyards The Sisters ,Bordeaux Blend,Domestic,2013 Jones Family Vineyards The Sisters ,Jones Family Vineyards,,Bordeaux Blend,,Red Wine
24.38,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
13.99,United States > California,,,Red Blend,,,,Domestic,"2012 Mark Herold Flux"" Proprietary Red Wine""",,,,,Red Wine
28.62,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,G_WineAccess_Brand_SEARCH-Brand_NEW,,wine access,Red Wine
35.04,United States > Oregon > Willamette Valley,,,,,,,Domestic,,Lange Winery,,,,Red Wine
37.99,United States > California > Sonoma County > Sonoma Coast,,,,,,,Domestic,,Sojourn Cellars,,,,Red Wine
59.26,United States > Oregon > Willamette Valley,Vintus,,,,,,Domestic,,Ponzi Vineyards,,,,Red Wine
19.0,United States > California > Napa Valley,,20001720_2018-07-11,Cabernet Sauvignon,20001720-HES,2013 Anatomy No. 1 Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2013 Anatomy No. 1 Cabernet Sauvignon Napa Valley,Hesperian,,Cabernet Sauvignon,,Red Wine
27.05,United States > California > Santa Barbara,,,Red Blend,20000999-JON,2013 The Paring Red,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2013 The Paring Red,Jonata,,Cabernet Sauvignon,,Red Wine
16.99,Australia,Little Peacock,,,,,,Import,,,,,,Red Wine
13.69,,Treasury Wine Estates,,Rhone Red Blend,,,,Import,,Domaine Anne Gros & Jean Paul Tollot,,,,Red Wine
36.84,United States > California > Napa Valley,,20001548_2018-08-18,Cabernet Sauvignon,20001548-KCB,2015 Pompier Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Pompier Cabernet Sauvignon Napa Valley,Pompier,Google_Search_Alpha_Wines_USA_Rest_Top-Producers,Cabernet Sauvignon,b cellars,Red Wine
33.75,United States > California > Napa Valley,,,Interesting White,,,,Domestic,,,evocalize,,TOS LAL,White Wine
25.23,United States > California > Napa Valley,,20000926_2018-07-07,Cabernet Sauvignon,20000926-KCB,2015 Nichols Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Nichols Cabernet Sauvignon Napa Valley,Nichols,201704_FriendBuy,Cabernet Sauvignon,,Red Wine
54.75,,,,,,,,Import,,,Google_Search_Alpha_Wines_USA_Rest_Top-Producers,,,Red Wine
28.43,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
33.92,United States > California > Napa Valley > Rutherford,,20000271_2018-02-09,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,evocalize,Cabernet Sauvignon,30 Day Remarketing,Red Wine
27.55,Australia,Little Peacock,20001611_2018-05-13,Chardonnay,20001611-SBW,2016 Stella Bella Chardonnay Margaret River,Chardonnay,Import,2016 Stella Bella Chardonnay Margaret River,Stella Bella,,Chardonnay,,White Wine
33.99,United States > California > Napa Valley,,20000906_2018-03-17,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,,Cabernet Sauvignon,,Red Wine
30.86,United States > California > Napa Valley > Stags Leap District,,20000268_2018-04-17,Cabernet Sauvignon,20000268-KCB,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
23.95,United States > California > Napa Valley,,,,,,,Domestic,,,,,,White Wine
33.76,,,,,,,,Import,,,,,,
39.99,,,,,,,,Domestic,,Panther Creek Cellars,,,,Red Wine
28.69,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
53.99,United States > California > Napa Valley,Fait Main,20001393_2018-07-04,Cabernet Sauvignon,20001393-TET,2015 Teeter Totter Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Teeter Totter Cabernet Sauvignon Napa Valley,Teeter-Totter,20000794,Cabernet Sauvignon,,Red Wine
26.42,United States > California > Napa Valley,,20000926_2018-07-07,Cabernet Sauvignon,20000926-KCB,2015 Nichols Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Nichols Cabernet Sauvignon Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
15.14,United States > California,,,Red Blend,,,,Domestic,"2012 Mark Herold Flux"" Proprietary Red Wine""",,,,,Red Wine
58.44,France > Champagne,,,Champagne,,,,Import,,Billecart-Salmon,Site-wide Overlay  - custom design 12.18.17,,,Sparkling
133.75,United States > California > Napa Valley,,20002027_2018-10-31,Cabernet Sauvignon,20002027-SOC,2013 Silver Oak Cellars Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2013 Silver Oak Cellars Cabernet Sauvignon Napa Valley,Silver Oak Cellars,,Cabernet Sauvignon,,Red Wine
69.06,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
15.42,Spain,USA Wine West,,,,,,Import,,,,,,White Wine
17.31,,,,,,,,Import,,,,,,White Wine
13.85,United States > California,,,Interesting White,,,,Domestic,,,,,,White Wine
58.44,United States > California > Napa Valley,Scale Wine Group,20001362_2018-02-03,Cabernet Sauvignon,20001362-PUR,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,Purlieu,,Cabernet Sauvignon,,Red Wine
49.99,France > Burgundy,Banville Wine Merchants,20001571_2018-04-11,White Burgundy,20001571-DJL,2014 Domaine J-L & F Chavy Pulignuy-Montrachet,Chardonnay,Import,2014 Domaine J-L & F Chavy Puligny-Montrachet,Domaine J-L & F Chavy,,Chardonnay,,White Wine
27.06,United States > California > Central Coast > Sta. Rita Hills,,,,,,,Domestic,,,,,,Red Wine
15.89,United States > California > Sonoma County,,,,,,,Domestic,,,,,,Red Wine
21.19,United States > California > Central Coast > Santa Lucia Highlands,,20001706_2018-07-19,Chardonnay,20001706-MGW,2016 Morgan Winery Highland Chardonnay Santa Lucia Highlands,Chardonnay,Domestic,2016 Morgan Winery Highland Chardonnay Santa Lucia Highlands,Morgan Winery,,Chardonnay,,White Wine
25.72,United States > California > Napa Valley,,20001290_2017-11-27,Cabernet Sauvignon,20001290-KCB,2014 Karo-Kann Cabernet Sauvignon Napa Valley,"Cabernet Sauvignon,Merlot",Private Label,2014 Karo-Kann Cabernet Sauvignon Napa Valley,Karo-Kann,20000617,Cabernet Sauvignon,,Red Wine
18.31,Australia,Little Peacock,,,,,,Import,,,,,,Red Wine
49.99,,copa fina,,,,,,Import,,,,,,Red Wine
104.94,United States > California > Napa Valley,,11867533_2018-03-25,Cabernet Sauvignon,11867533-REV,2014 Revana Cabernet Sauvignon Terroir Series,"Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2014 Revana Cabernet Sauvignon Terroir Series,Revana,G_WineAccess_3P_SEARCH-PerformingProducers,Cabernet Sauvignon,,Red Wine
23.2,United States > California > Sonoma County > Alexander Valley,,,Red Blend,,,,Domestic,,Trentadue Winery,,,,Red Wine
53.0,United States > California > Sonoma County,,20001661_2018-06-28,Cabernet Sauvignon,20001661-HRV,2012 Hidden Ridge Cabernet Sauvignon 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2012 Hidden Ridge Cabernet Sauvignon 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
36.62,United States > California > Napa Valley > Rutherford,,20000271_2018-06-23,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,Google_Search_Gamma_Wines_Italy-Spain_Top-Producers,Cabernet Sauvignon,#NAME?,Red Wine
143.1,,,,,,,,Import,,,,,,Red Wine
31.32,United States > California > Central Coast > Santa Lucia Highlands,,,,,,,Domestic,,Bernardus Winery,,,,Red Wine
48.59,United States > California > Santa Barbara,Skurnik Wines,,,,,,Domestic,,,Google_Search_Alpha_Wines_USA_OR-WA-Rest,,,Red Wine
240.14,,,,,,,,Import,,,,,,
19.03,Australia,Little Peacock,,,,,,Import,,,,,,Red Wine
32.65,United States > Washington > Columbia Valley > Yakima Valley > Red Mountain,,20001411_2018-01-31,Red Blend,20001411-DLC,2014 DeLille Cellars Doyenne Aix Red Mountain ,"Cabernet Sauvignon,Syrah",Domestic,2014 DeLille Cellars Doyenne Aix Red Mountain ,DeLille Cellars,,Cabernet Sauvignon,,Red Wine
27.74,United States > California > Napa Valley,Pacific Wine Group,20001935_2018-09-14,Red Blend,20001935-EIG,2013 1849 Wine Company Anonymous Premium Red Blend Napa Valley,"Cabernet Sauvignon,Merlot,Petite Sirah,Zinfandel",Domestic,2013 1849 Wine Company Anonymous Premium Red Blend Napa Valley,1849 Wine Company,,Cabernet Sauvignon,,Red Wine
20.51,,,,,,,,Import,,,,,,White Wine
14.99,Australia,Southern Starz,20001371_2017-12-27,Chardonnay,20001371-NUG,2015 Nugan Estate Chardonnay Drover's Hut Single Vineyard Riverina Australia,Chardonnay,Import,2015 Nugan Estate Chardonnay Drover's Hut Single Vineyard Riverina Australia,Nugan Estate,,Chardonnay,,White Wine
27.79,United States > California > Napa Valley,,20001267_2017-11-19,Cabernet Sauvignon,20001267-KCB,2014 Fiancetto Cabernet Sauvignon Lot 2,Cabernet Sauvignon,Private Label,2014 Fiancetto Cabernet Sauvignon Lot 2,Fiancetto,,Cabernet Sauvignon,,Red Wine
32.65,United States > Oregon > Willamette Valley,,20001410_2018-01-20,Chardonnay,20001410-LNG,2014 Lange Winery Estate Chardonnay Three Hills Cuvee Willamette Valley,Chardonnay,Domestic,2014 Lange Winery Estate Chardonnay Three Hills Cuvee Willamette Valley,Lange Winery,,Chardonnay,,White Wine
